og_representation,mapping,confusion,count
जोती,Joti,,30
जोर,Jor,,30
ढाका,Dhaka,,30
तुलसानी,Tulsani,,30
तोलानी,Tolani,,30
दर्याव,Daryav,,30
दान,dan,,30
दि,Di,,30
धनौली,Dhanauli,,30
धरमवीर,Dharamveer,,30
धिमिश्री,Dhimishree,,30
नलिनी,Nalini,,30
नवाज,Navaj,,30
निखत,Nikhat,,30
नितेन्द्र,Nitendra,,30
नेहरू,Nehru,,30
पन्नी,Panni,,30
पांचो,Pancho,,30
पिंकू,Pinku,,30
पुलकित,Pulkit,,30
प्रभुदयाल,Prabhu dayal,,30
फराह,Farah,,30
फूलनदेवी,Fulandevi,,30
बख्तावर,Bakhtavar,,30
बिलकिस,Bilkis,,30
बीधा,Bidha,,30
बैजंती,Baijanti,,30
मंजूरानी,Manjurani,,30
महाराम,Maharam,,30
महेशकुमार,Mahesh kumar,,30
मांगेराम,Mangeram,,30
माजिद,Majid,,30
मुखतार,Mukhtar,,30
मुरादी,Muradi,,30
मूलचन्दानी,Mulchandani,,30
यशवन्त,Yashvant,,30
योगराज,Yograj,,30
रत्नेश,Ratnesh,,30
रमादेवी,Ramadevi,,30
रमेशचंद्र,Rameshchandra,,30
राजुददीन,Rajuddin,,30
राजोदेवी,Rajodevi,,30
राहत,Rahat,,30
लक्षमन,Lakshman,,30
लवी,Lavi,,30
वन्टी,Vanti,,30
विकल,Vikal,,30
विसेराम,Viseram,,30
वीरन,Veeran,,30
शकुन्‍तलादेवी,Shakuntaladevi,,30
शिवदत्‍त,Shiv datt,,30
शेरू,Sheru,,30
सखी,Sakhi,,30
संजूदेवी,Sanjudevi,,30
सब्बीर,Sabbir,,30
संयोगिता,Sanyogita,,30
सरवेश,Sarvesh,,30
सलाम,Salam,,30
सिरोही,Sirohi,,30
सुधांशु,Sudhanshu,,30
सौराज,Sauraj,,30
हरिशंकर,Hari shankar,,30
हर्षवर्धन,Harshvardhan,,30
करनसिह,Karansih,y,29
कुर्राचित्तरपुर,Kurrachittarpur,y,29
खाँन,,y,29
मोहरसिंह,Mohar singh,y,29
लायकसिंह,Layak singh,y,29
वहै०मु०आम,,y,29
विजयपालसिंह,Vijaypal singh,y,29
वृजमोहन,Vruj mohan,y,29
ह०,,y,29
हरिज्ञान,Hari dnyan,y,29
हायर,Hire,y,29
अतरदेवी,Atardevi,,29
अंतराम,Antaram,,29
अनेजा,Aneja,,29
अभिजीत,Abhijeet,,29
अल्लानूर,Allanoor,,29
इन्दिरा,Indira,,29
एएलडीबी,ALDB,,29
ऑफ़,Of,,29
कली,Kali,,29
कामना,Kamna,,29
कीर्ती,Kirti,,29
कृपाशंकर,Krupa shankar,,29
केडिस,Kedis,,29
क्षितिज,Kshitij,,29
खैमचन्द,Khaimchand,,29
गोरधन,Gordhan,,29
गोवरधन,Govardhan,,29
ग्यासी,Gyasi,,29
ग्रेट,Great,,29
चड्डा,Chadda,,29
चन्‍द्रकला,Chandrakala,,29
चन्‍द्रशेखर,Chandra shekhar,,29
चम्पाराम,Champaram,,29
छुट्टन,Chuttan,,29
जन्डेल,Jandel,,29
जयंती,Jayanti,,29
जौनी,Jauni,,29
ड्रॉप,Drop,,29
दाख,Dakh,,29
दीपचन्द्र,Deepchandra,,29
दीपांशु,Deepanshu,,29
धाराजीत,Dharajeet,,29
नजूल,Najul,,29
नमित,Namit,,29
निझारा,Nizara,,29
निझावन,Nizavan,,29
पराग,Parag,,29
पाहूजा,Pahuja,,29
प्रागो,Prago,,29
प्रांजल,Pranjal,,29
प्रोपट्रीज,Properties,,29
फते,Fate,,29
फूलश्री,Fulshree,,29
फोन,Phone,,29
बंगालीबाबू,Bengali babu,,29
बतखश्री,Batakh shree,,29
बरौलिया,Barauliya,,29
बसीम,Baseem,,29
बीर,Bir,,29
ब्रहमजीत,Brahamjeet,,29
भगवानस्वरूप,Bhagvan swaroop,,29
मि,Mi,,29
मिक्की,Mikki,,29
मुन्नाबाबू,Munnababu,,29
मेमवती,Memvati,,29
रनधीर,Randheer,,29
राजभान,Rajbhan,,29
रामनारायन,Ram narayan,,29
रुखसाना,Rukhsana,,29
रेशो,Resho,,29
वन्टू,Vantu,,29
वंसल,Vansal,,29
विद्‍यालय,Vidyalay,,29
वेलफेयर,Welfare,,29
शम्भूदयाल,Shambhu dayal,,29
शवाव,Shavav,,29
शाजिया,Shajiya,,29
शिवरतन,Shiv ratan,,29
शेरा,Shera,,29
श्यामू,Shyamu,,29
श्रीक्रष्ण,Shree krashna,,29
सबा,Saba,,29
सलाउददीन,Salauddin,,29
साधू,Sadhu,,29
सानू,Sanu,,29
सावलानी,Savlani,,29
सिकन्दरा,Sikandara,,29
सुभाषचंद्र,Subhashchandra,,29
सूरतराम,Suratram,,29
सौंधी,Saundhi,,29
स्लाम,Slam,,29
हरवेजी,Harveji,,29
हरीचन्‍द,Harichand,,29
अजबसिंह,Ajab singh,y,28
अर्जुनसिह,Arjunsih,y,28
आर०बी०एल०,,y,28
उदयवीरसिंह,Udayveer singh,y,28
कलियानसिंह,Kaliyan singh,y,28
क्षे०,,y,28
गजेन्द्रसिंह,Gajendra singh,y,28
छाबड़ा,Chabda,y,28
दिव्य,Divy,y,28
दीवानसिंह,Divan singh,y,28
परपज,Purpose,y,28
मुख्‍त्‍यारआम,Mukhtyar aam,y,28
मृदुल,Mrudul,y,28
विश्वदीप,Vishravdeep,y,28
विश्वेन्द्र,Vishrevendra,y,28
अगवाल,Agaval,,28
अगव्राल,Agavral,,28
अभि,Abhi,,28
अमीन,Amin,,28
अमीरन,Amiran,,28
अमोल,Amol,,28
असर्फी,Asarfi,,28
आकिल,Aakil,,28
आशमा,Aashma,,28
इन्‍द्रजीत,Indrajeet,,28
इस्‍लाम,Islam,,28
उधम,Udham,,28
उपनाम,Upnam,,28
ओमश्री,Om shree,,28
कमलजीत,Kamaljeet,,28
कम्मोद,Kammod,,28
कस्तूरीदेवी,Kasturidevi,,28
काशिफ,Kashif,,28
केसवानी,Kesvani,,28
कोकिला,Kokila,,28
गरीबा,Gariba,,28
गिरजाशंकर,Girja shankar,,28
गोविन्दराम,Govind ram,,28
चन्दलानी,Chandlani,,28
चितरंजन,Chitranjan,,28
छिददू,Chiddu,,28
जंगलिया,Jangliya,,28
ज्‍योती,Jyoti,,28
डवलपर,Developer,,28
तहसीन,tahseen,,28
दाउजी,Dauji,,28
धूरे,Dhoore,,28
नंदन,Nandan,,28
नानकचन्द,Nanakchand,,28
नेमीचन्द्र,Nemichandra,,28
नौवत,Nauvat,,28
प्रेमदेवी,Premdevi,,28
प्रेमराज,Premraj,,28
फाईनेन्स,Finance,,28
बन्ने,Banne,,28
बहल,Bahal,,28
बैनारा,Bainara,,28
भंडारी,Bhandari,,28
मंगलिया,Mangliya,,28
मथुरिया,Mathuriya,,28
मंशाराम,Mansharam,,28
महताव,Mahtav,,28
महेशपाल,Mahesh pal,,28
मुशीर,Musheer,,28
मेघराज,Meghraj,,28
मेहर,Mehar,,28
रंजनी,Ranjani,,28
रमजानी,Ramjani,,28
राजबीर,Rajbeer,,28
रामसुजान,Ramsujan,,28
रामानी,Ramani,,28
रूपरानी,Rooprani,,28
रोहिणी,Rohini,,28
ललितादेवी,Lalitadevi,,28
वत्यानी,Vatyani,,28
विधादेवी,Vidhadevi,,28
विलकिस,Vilkis,,28
वीरबल,Veerbal,,28
वेदवती,Vedvati,,28
शिरोमणी,Shiromani,,28
शीलू,Sheelu,,28
सर्वेन्द्र,Sarvendra,,28
सहाकारी,Sahakari,,28
सहीद,Saheed,,28
साई,Sai,,28
साेनू,Sonu,,28
सुंदर,Sundar,,28
सुमित्रादेवी,Sumitradevi,,28
सुमेर,Sumer,,28
सूमो,Sumo,,28
सौमेन्द्र,Saumendra,,28
हरदेश,Hardesh,,28
हरिप्‍यारी,Haripyari,,28
हरिश,Harish,,28
हुमा,Huma,,28
ई०,,y,27
एच०,,y,27
कुॅवर,,y,27
गंगादीन,Gangadeen,y,27
चोबसिह,Chobsih,y,27
जैकी,Jackie,y,27
ज्ञानी,Gyani,y,27
ड०,,Y,27
डवेलिंग,,Y,27
देवेन्द्रसिह,Devendrasih,y,27
भारव्दाज,Bharvdaj,y,27
भीकमसिह,Bhikamsih,y,27
वहै०,,y,27
वीरेन्‍द्रसिंह,Virendra singh,y,27
शाईन,Shaeen,y,27
श्ंकर,,y,27
सिद्धेश्वर,Siddheshravar,y,27
सुजानसिंह,Sujaan singh,y,27
सुन्‍दरसिंह,Sundar singh,y,27
हुब्ब,Hubb,y,27
१६,16,,27
अचला,Achala,,27
अनिकेत,Aniket,,27
आर्यवर्ता,Aaryavarta,,27
आर्यातर्व,Aaryatarv,,27
आलमगीर,Aalamgir,,27
आशिफ,Aashif,,27
इक़बाल,Iqbal,,27
कन्सट्रक्शन्स,Constructions,,27
कमरूद्दीन,Kamruddin,,27
काठपाल,Kathpal,,27
कृपाराम,Kruparam,,27
क्यू,Q,,27
खिलौना,Khilauna,,27
खेरून,Kherun,,27
गबरुद्दीन,Gabruddin,,27
गीतिका,Geetika,,27
गुड्‍डी,Guddi,,27
गोरा,Gora,,27
गोल्डन,Golden,,27
गोविन्दी,Govindi,,27
ग्‍याप्रसाद,Gya prasad,,27
चौ,Chau,,27
जगतनरायन,Jagat narayan,,27
जगतार,Jagtar,,27
जयदयाल,Jay dayal,,27
जसबन्त,Jasbant,,27
टेकचन्द,Tekchand,,27
डोगर,Dogar,,27
तनुजा,Tanuja,,27
त्रिलोकचन्द,Trilokchand,,27
नत्‍थो,Nattho,,27
नंदनी,Nandani,,27
निष्ठा,Nishtha,,27
नैमीचन्‍द,Naimichand,,27
न्यू,New,,27
पारीक,Parik,,27
पूजादेवी,Poojadevi,,27
पोददार,Poddar,,27
पौनिया,Pauniya,,27
प्रज्ञा,Pradnya,,27
प्रोत्साहन,Protsahan,,27
फातमा,Fatma,,27
बन्नी,Banni,,27
बिपिन,Bipin,,27
बिशन,Bishan,,27
ब्रहमा,Brahama,,27
मंजूर,Manjoor,,27
महेशचंद्र,Maheshchandra,,27
मिराज,Miraj,,27
मीनल,Minal,,27
मुकेशचन्‍द,Mukeshchand,,27
मूलचन्‍द,Mulchand,,27
मोहनी,Mohni,,27
यशराज,Yashraj,,27
रमनबाबू,Ramanbabu,,27
रविदास,Ravi das,,27
राजेन्‍द्री,Rajendri,,27
राजेशचंद,Rajeshchand,,27
रानीदेवी,Ranidevi,,27
राममाला,Ram mala,,27
रिटायर्ड,Retired,,27
रूचिर,Ruchir,,27
लक्ष्‍मीकान्‍त,Lakshmikant,,27
विजेता,Vijeta,,27
विटटो,Vitto,,27
विशम्भरदयाल,Vishambhar dayal,,27
शम्मी,Shammi,,27
श्रीनारायन,Shree narayan,,27
सतपाल,Satpal,,27
सदन,Sadan,,27
सन्‍नी,Sanni,,27
समाज,Samaj,,27
समीद,Sameed,,27
सम्पत,Sampat,,27
सरस्‍वती,Saraswati,,27
सहमतिकर्ती,Sahmatikarti,,27
सारदा,Sarda,,27
सुभान,Subhan,,27
सुमेश,Sumesh,,27
सुशान्त,Sushant,,27
सुहाष,Suhash,,27
होटल्‍स,Hotels,,27
इन्फ्राविल्ड,Infra wild,y,26
ईश्,,y,26
ऊदलसिंह,Udal singh,y,26
एस०एस०,,y,26
एस०वी०,,y,26
ख्ेरिया,,y,26
जगनसिह,Jagansih,y,26
जगनसिंह,Jagan singh,y,26
जेीबीए,,y,26
टीकमसिंह,Tikam singh,y,26
नेहासिंह,Neha singh,y,26
फोरनसिंह,Foran singh,y,26
बृहमचारी,Brihamchari,y,26
बेक्,Bake,y,26
भुवनेश्वर,Bhevneshvar,y,26
मगंल,Maganl,y,26
मुद्गल,Mudgal,y,26
मून,Moon,y,26
रनसिह,Ransih,y,26
राजपालसिंह,Rajpal singh,y,26
रामवीरसिह,Ramveerasih,y,26
ल,L,y,26
विश्वजीत,Vishravjeet,y,26
शेरसिह,Sherssih,y,26
सतेन्द्रसिंह,Satendra singh,y,26
सोरनसिह,Soransih,y,26
सोवरनसिह,Sovransih,y,26
हरेन्‍द्रसिंह,Harendra singh,y,26
अलीमुददीन,Alimuddin,,26
अंश,Ansh,,26
आजम,Aajam,,26
आर्याव्रत,Aaryavrat,,26
आेमप्रकाश,Om prakash,,26
इंदु,Indu,,26
इन्‍द्रपाल,Indrapal,,26
उपदेश,Updesh,,26
उंमग,Unmag,,26
ऊधम,Udham,,26
ऑरियन्टल,Oriental,,26
कन्ही,Kanhi,,26
कृष्‍णकान्‍त,Krishnakant,,26
केन,Ken,,26
क्रष्‍णा,Krashna,,26
खैर,Khair,,26
गढीरामी,Gadhirami,,26
गवेन्द्र,Gavendra,,26
गीतेश,Gitesh,,26
गुल्लो,Gullo,,26
गुुप्ता,Gupta,,26
गैंदालाल,Gaindalal,,26
चन्‍द्रवीर,Chandraveer,,26
छावड़ा,Chavda,,26
डूगर,Dugar,,26
तमन्ना,Tamanna,,26
तिरुपति,Tirupati,,26
तोता,Tota,,26
दलेल,Dalel,,26
दिनेशचन्‍द,Dineshchand,,26
दुलीचंद,Dulichand,,26
दुष्यंत,Dushyant,,26
देवा,Deva,,26
द्वार,Dwar,,26
धनवंती,Dhanvanti,,26
धर्मेंद्र,Dharmendra,,26
नजराना,Najrana,,26
नन्दिनी,Nandini,,26
नील,Neel,,26
नेत्र,Netra,,26
परम,Param,,26
प्रणय,Pranay,,26
फारूक,Faruk,,26
फूला,Fula,,26
बिभब,Bibhab,,26
बेला,Bela,,26
बैजल,Baijal,,26
मतलानी,Matlani,,26
मदनगोपाल,Madan gopal,,26
मार,Mar,,26
मुजम्मिल,Mujmmil,,26
मुल्तान,Multan,,26
मोहनदेवी,Mohandevi,,26
रति,Rati,,26
रसाल,Rasal,,26
रामचंद,Ramchand,,26
रामप्‍यारी,Rampyari,,26
राशि,Rashi,,26
रिन्की,Rinki,,26
रेज,Rej,,26
रोहितास,Rohitas,,26
लछिमन,Lachiman,,26
वरदान,Vardan,,26
ववलू,Vavlu,,26
विधि,Vidhi,,26
विषयराम,Vishayram,,26
वेदी,Vedi,,26
शमशी,Shamshi,,26
शवनम,Shavnam,,26
शाहना,Shahna,,26
शिवाकान्त,Shivakant,,26
शुशीला,Shushila,,26
संचित,Sanchit,,26
सचेन्द्र,Sachendra,,26
सतवीर,Satveer,,26
सत्‍यदेव,Satyadev,,26
सत्‍येन्‍द्र,Satyendra,,26
सफीक,Safik,,26
सब्बरवाल,Sabbarval,,26
सरीफन,Sareefan,,26
सरूपी,Saroopi,,26
सियारानी,Siyarani,,26
सुगर,Sugar,,26
सोनेलाल,Sonelal,,26
सोंलकी,Sonlaki,,26
सोहिल,Sohil,,26
स्टैटबैक,State bank,,26
हरिभजन,Hari bhajan,,26
हरीभान,Haribhan,,26
उद्धीन,Uddhadin,y,25
कुआ,Kuaa,y,25
कुंमर,Kunmar,y,25
गिर्राजसिह,Girrajssih,y,25
गीतमसिह,Gitamsih,y,25
जयसिह,Jaysih,y,25
ज्ञानवीर,Gyanveer,y,25
ज्ञानेन्‍द्र,Gyanendra,y,25
द,D,y,25
नरेन्द्रसिह,Narendrasih,y,25
ना०वा०उम्र,,y,25
नोबेल,Nobel,y,25
बिल्डकांन,Buildkanan,y,25
भूपेन्द्रसिंह,Bhupendra singh,y,25
महो०,,y,25
राजनदेई,Rajandei,y,25
विनेाद,Vinod,y,25
श्ीला,,y,25
सत्यवीरसिंह,Satyaveer singh,y,25
सददीक,Saddik,y,25
साहबसिह,Sahabsih,y,25
अजेन्द्र,Ajendra,,25
अन्ना,Anna,,25
अब्‍बास,Abbas,,25
अरविन्द्र,Arvindra,,25
अशीष,Ashish,,25
आसनानी,Aasani,,25
आसमीन,Aasmin,,25
इन्द्रभान,Indrabhan,,25
उदयराज,Udayraj,,25
उपसचिव,Upsachiv,,25
ऑॅफ,Of,,25
कपूरचंद,Kapoorchand,,25
करनवीर,Karanveer,,25
कारपोरेशन,Corporation,,25
कुमेन्द्र,Kumendra,,25
कुसमलता,Kusumlata,,25
क्रमश,Kramash,,25
क्रान्ति,Kranti,,25
खचेर,Khacher,,25
खुशाल,Khushal,,25
गफ्फार,Gaffar,,25
गुड्डन,Guddun,,25
गुलनाज,Gulnaj,,25
गोदावरी,Godavari,,25
गोरी,Gori,,25
चतुरी,Chaturi,,25
चंद्रभान,Chandra bhan,,25
जलालउददीन,Jalaluddin,,25
जहूरन,Jahuran,,25
जानुकी,Januki,,25
जुनैद,Junaid,,25
जुमरत,Jumrat,,25
जोहरी,Johari,,25
झांजी,Jhanji,,25
डिग्री,Degree,,25
तनूजा,Tanuja,,25
ताऊ,Tau,,25
ताजउददीन,Tajuddin,,25
त्रिलोकानी,Trilokani,,25
त्रिवेन्द्र,Trivendra,,25
थापा,Thapa,,25
दंगल,Dangal,,25
दीना,Dina,,25
दुशासन,Dushasan,,25
धींगडा,Dhingda,,25
धीरानी,Dheerani,,25
नथौली,Nathauli,,25
नरेशकुमार,Naresh kumar,,25
नारायनीदेवी,Narayanidevi,,25
निकुंज,Nikunj,,25
निगार,Nigar,,25
नेक,Nek,,25
न्यास,Nyas,,25
पदमजा,Padamja,,25
पप्पे,Pappe,,25
प्‍यारेलाल,pyarelal,,25
प्रबन्ध,Prabandh,,25
प्रीतीदेवी,Preetidevi,,25
प्रॉपर्टी,Property,,25
प्रोडूसर,Producer,,25
फरेन्द्र,Farendra,,25
फाइनेंसियल,Financial,,25
फुटवियर,Footwear,,25
बंदना,Bandana,,25
बनर्जी,Banarjee,,25
बल्लो,Ballo,,25
बहरानी,Bahrani,,25
बाड़ी,Badi,,25
बैेंक,Bank,,25
ब्रजेन्द्र,Brajendra,,25
भूरेलाल,Bhurelal,,25
मणि,Mani,,25
मतीन,Matin,,25
मनुज,Manuj,,25
मन्जीत,Manjieet,,25
मन्जेश,Manjesh,,25
मायावती,Mayavati,,25
मारूति,Maruti,,25
माैहम्मद,Mauhammad,,25
मिटठन,Mitthan,,25
मिसिया,Misiya,,25
मुकलेश,Muklesh,,25
मूंगाराम,Mungaram,,25
रशीदन,Rasheedan,,25
रामब्रेश,Rambresh,,25
रामभरोषी,Ram bharoshi,,25
रामेन्‍द्र,Ramendra,,25
रीटा,Reeta,,25
रुप,Roop,,25
रूस्‍तम,Rustom,,25
रोहतगी,Rohtagi,,25
लखनलाल,Lakhanlal,,25
वरन,Varan,,25
वसन्ती,Vasanti,,25
विजयभान,Vijay bhan,,25
विटटी,Vitti,,25
विट्टी,Vitti,,25
विधालय,Vidhalay,,25
विश्‍नू,Vishnu,,25
शंकरिया,Shankariya,,25
शगुफ्ता,Shagufta,,25
शम्मो,Shammo,,25
शिरोमणि,Shiromani,,25
शिवगनेश,Shiv ganesh,,25
शील,Sheel,,25
सकील,Sakeel,,25
सडाना,Sadana,,25
सत्यनारायण,Satya narayan,,25
समीक्षा,Sameeksha,,25
सम्मो,Sammo,,25
सवित्री,Savitri,,25
सावो,Savo,,25
सीनू,Seenu,,25
सूरजवती,Surajvati,,25
सैंया,Sainya,,25
सैय्यद,Saiyyad,,25
सौनवीर,Saunveer,,25
स्थित,Sthit,,25
हमीर,Hameer,,25
हरनाथ,Harnath,,25
अश्विनी,Ashvini,y,24
चन्दनसिह,Chandansih,y,24
जैन्,Jain,y,24
दाउदयाल,Daudyal,y,24
नत्थ्ी,,y,24
नथुआ,Nathuaa,y,24
प्रति०,,y,24
ब,B,y,24
बचनसिंह,Bachan singh,y,24
बृहम,Briham,y,24
बैबी,Baibi,y,24
मियां,Miyan,y,24
मुईनउददीन,Muinuddin,y,24
लौगश्री,Laugshree,y,24
विश्वप्रकाश,Vishrav prakash,y,24
शोएब,Shoeb,y,24
सक्स्ैना,,y,24
अनुभा,Anubha,,24
अभिनय,Abhinay,,24
अंशिका,Anshika,,24
आबिदा,Aabida,,24
आशी,Aashi,,24
इण्डस्ट्रीज,Industries,,24
उत्तमचंद,Uttamchand,,24
उमराव,Umrav,,24
एजुकेशनल,Educational,,24
कन्स्ट्रक्शंस,Constructions,,24
किन्नर,Kinnar,,24
किशनचन्द्र,Kishanchandra,,24
कुन्ता,Kunta,,24
कुलभूषण,Kulbhushan,,24
खेमराज,Khemraj,,24
गजेन्द्रपाल,Gajendrapal,,24
गणेशी,Ganeshi,,24
गप्पू,Gappu,,24
गार्डन,Garden,,24
गुरुदेव,Gurudev,,24
गुल,Gul,,24
गॉधी,Godhi,,24
घासीराम,Ghasiram,,24
चन्दभान,Chandbhan,,24
चिब,Chib,,24
चोखे,Chokhe,,24
जयचन्द,Jay chand,,24
जलदीप,Jaldeep,,24
जलील,Jalil,,24
जितिन,Jitin,,24
जूही,Juhi,,24
टण्‍डन,Tandon,,24
तपेन्द्र,Tapendra,,24
तान्या,Tanya,,24
तीर्थ,Tirth,,24
दिवेदी,Divedi,,24
दिव्‍या,Divya,,24
दीनू,Dinu,,24
देवेन्द्रपाल,Devendra pal,,24
नगला,Nagla,,24
ननिगाराम,Nanigaram,,24
नरसी,Narsi,,24
नवदीप,Navdeep,,24
नानकराम,Nanakram,,24
नावीना,Naveena,,24
पतरी,Patri,,24
पार्ट,Part,,24
प्रसून,Prasun,,24
फाउण्डेशन,Foundation,,24
फार्मर्स,Farmers,,24
बन्सल,Bansal,,24
बब्बन,Babban,,24
बरफो,Barfo,,24
बर्षा,Barsha,,24
बलि,Bali,,24
बसल,Basal,,24
बिन्दू,Bindu,,24
बीरपाल,Birpal,,24
ब्यारा,Byara,,24
भगवन्त,Bhagvant,,24
भट्ट,Bhatt,,24
भानवती,Bhanvati,,24
मदनानी,Madanani,,24
मन्नू,Mannu,,24
मानवीर,Manveer,,24
मुखर्जी,Mukharjee,,24
मुनीषा,Munisha,,24
मुन्‍नेश,Munnesh,,24
मैमोन,Maimon,,24
मोसमीन,Mosmeen,,24
मौनी,Mauni,,24
यतीश,Yatish,,24
रंजीव,Ranjeev,,24
रसूल,Rasool,,24
रहीसउददीन,Raheesuddin,,24
राजकुलदीप,Raj kuldeep,,24
राजदीप,Rajdeep,,24
राजेन्द,Rajend,,24
रामदिनेश,Ram dinesh,,24
राहिल,Rahil,,24
रिछारिया,Richariya,,24
रूकमणि,Rukamani,,24
रूमादेवी,Rumadevi,,24
लखवानी,Lakhvani,,24
लख्मी,Lakhmi,,24
लवेश,Lavesh,,24
लाजवन्ती,Lajvanti,,24
लोहरी,Lohri,,24
वशीर,Vasheer,,24
विशना,Vishana,,24
विशनू,Vishanu,,24
वीरम,Veeram,,24
व्य,Vy,,24
शनी,Shani,,24
शालनी,Shalni,,24
शिम्भू,Shimbhu,,24
शिवाजी,Shivaji,,24
श्यामप्रकाश,Shyam prakash,,24
श्यामविहारी,Shyam vihari,,24
श्‍यामा,Shyama,,24
श्रीमोहन,Shree mohan,,24
सकीला,Sakeela,,24
सजनी,Sajni,,24
संता,Santa,,24
सतीशचंद्र,Satishchandra,,24
सफिया,Safiya,,24
साजिया,Sajiya,,24
सिंगारी,Singari,,24
सुरेशचंद्र,Sureshchandra,,24
सोभना,Sobhana,,24
स्ट्रक्चर,Structure,,24
हरिकिशन,Hari kishan,,24
हरीदत्त,Haridatt,,24
हरीशचन्द्र,Harishchandra,,24
हरेन्द्रपाल,Harendrapal,,24
हरेशचन्द,Hareshchand,,24
हेमराजानी,Hemrajani,,24
इन्टर,Enter,y,23
इलायची,Ilaychi,y,23
किशनस्वरूप,Kishan swarup,y,23
केदारसिह,Kedarsih,y,23
खाॅन,khon,y,23
गजेन्द्रसिह,Gajendrasih,y,23
गायञी,,y,23
चादँ,Chadan,y,23
जनकसिह,Janaksih,y,23
जितेन्‍द्रसिंह,Jitendra singh,y,23
दवेी,,Y,23
नूरजहाँ,Noorjahan,y,23
पंजावसिंह,Panjav singh,y,23
बाजपेई,Bajpei,y,23
बिल्डकोन,buildcon,y,23
बिल्‍डकोन,buildcon,y,23
बृजबाला,Brijbala,y,23
रनवीरसिह,Ranveersih,y,23
राठाैर,Rathaur,y,23
रामवाई,Rambai,y,23
शाईस्ता,Shaeesta,y,23
शूज,Shoes,y,23
समी,Samee,y,23
सौप्रसाद,Sau prasad,y,23
अनम,Anam,,23
अफसरी,Afsari,,23
अभिमन्यु,Abhimanyu,,23
अम्बुज,Ambuj,,23
अशरा,Ashara,,23
आकिब,Aakib,,23
इजहार,Ijhar,,23
इन्जीनियर्स,Engineers,,23
इरम,Iram,,23
उधोग,Udhog,,23
उर,Ur,,23
ओमलता,Omlata,,23
औंकार,Aumkar,,23
कयूम,Kayum,,23
किशनप्यारी,kishan pyari,,23
कुलविन्दर,Kulvindar,,23
कुलवीर,Kulveer,,23
कुल्लो,Kullo,,23
कृष्‍णवीर,Krishna veer,,23
कैलाशचंद्र,Kailashchandra,,23
कॉबी,Kobi,,23
खेमनानी,Khemnani,,23
गुड्रडीदेवी,Gudradidevi,,23
गुरदेव,Gurdev,,23
गुरविन्दर,Gurvindar,,23
गोल्‍डन,Golden,,23
गौमा,Gauma,,23
ग्यादीन,Gyadin,,23
चन्द्रमुखी,Chandramukhi,,23
चिम्मनलाल,Chimmanlal,,23
चुग,Chug,,23
छीतरमल,Chitarmal,,23
जगन्‍नाथ,Jagannath,,23
जसरथ,Jasrath,,23
जिनेन्द्र,Jinendra,,23
जीेबीए,GBA,,23
जुबेदा,Jubeda,,23
जैसीराम,Jaisiram,,23
जौन,Jaun,,23
तरूणा,Taruna,,23
तरूना,Taruna,,23
तह,Tah,,23
तायल,Tayal,,23
त्रिदेव,Tridev,,23
नत्था,Nattha,,23
नंदिनी,Nandini,,23
नरूला,Narula,,23
नालंदा,Nalanda,,23
निकेश,Nikesh,,23
निलोफर,Nilofar,,23
नीटू,Nitu,,23
नेकसिया,Neksiya,,23
पंत,Pant,,23
परबीन,Parbeen,,23
पैगोरिया,Paigoriya,,23
प्रभावती,Prabhavati,,23
प्रसार,Prasar,,23
प्राईजेज,prices,,23
फ्यूचर,Future,,23
बक्स,Baks,,23
बलबीर,Balbeer,,23
बलराज,Balraj,,23
बागवाला,Bagvala,,23
बाजार,Bajar,,23
बालादीन,Baladin,,23
बिन्दु,Bindu,,23
बिल्‍ड,Build,,23
बुरहान,Burhan,,23
भगतानी,Bhagtani,,23
मनमीत,Manmeet,,23
मनीता,Manita,,23
मयानी,mayani,,23
महाराजा,Maharaja,,23
महाशिव,Mahashiv,,23
मुन्ने,Munne,,23
मोहकम,Mohakam,,23
यतीन्द्रपाल,Yatindrapal,,23
यूनीफाई,Unify,,23
रजि,Raji,,23
रज्जाक,Rajjak,,23
रविता,Ravita,,23
राजनीश,Rajneesh,,23
राजपत,Rajpat,,23
राजमोहन,Raj mohan,,23
राजहंस,Rajhans,,23
राजेन्‍द्रप्रसाद,Rajendra prasad,,23
राममाया,Ram maya,,23
रिलायंस,Reliance,,23
रिषीकेश,Rishikesh,,23
रिसोर्ट,Resort,,23
रॉय,Roy,,23
रोहतास,Rohtas,,23
लज्‍जा,Lajja,,23
लड्डू,Laddu,,23
लाइफ,Life,,23
लाचारी,Lachari,,23
लालमती,Lalmati,,23
वक्श,Vaksh,,23
वरफी,Varfi,,23
वंशीलाल,Vanshilal,,23
वहीदन,Vaheedan,,23
वेदो,Vedo,,23
वैजनाथ,Vaijnath,,23
शशीकला,Shashikala,,23
शिमलेश,Shimlesh,,23
शिवदास,Shiv das,,23
शेषपाल,Sheshpal,,23
सचदेव,Sachdev,,23
संंजय,Sanjay,,23
संजीवकुमार,Sanjeev kumar,,23
सनराईज,Sunrise,,23
सन्तवीर,Sant veer,,23
समता,Samta,,23
सरक्षिका,Sarakshika,,23
सर्वजीत,Sarvjeet,,23
साबुददीन,Sabuddin,,23
साबुद्दीन,Sabuddin,,23
साबो,Sabo,,23
सिक्का,Sikarvar,,23
सिन्धी,Sindhi,,23
